Question ID: 1; Prediction: b; Correct Answer: c; [[-934.96529606564036], [-920.06105536259679], [-983.75811539794893], [-972.30237719994318], [-973.40980363812582]]; False.
Question ID: 172; Prediction: a; Correct Answer: a; [[-862.01455515843656], [-876.62033688073063], [-873.310341833184], [-936.04715737606966], [-870.11702825403984]]; True.
Question ID: 173; Prediction: a; Correct Answer: a; [[-911.97917615223218], [-957.69104139735771], [-956.22118292049208], [-915.83572553223473], [-923.16110942321268]]; True.
Question ID: 174; Prediction: a; Correct Answer: e; [[-900.05634181622406], [-962.64572653947766], [-1014.2599611603725], [-1102.3452288115545], [-990.33874038427382]]; False.
Question ID: 175; Prediction: d; Correct Answer: e; [[-838.62437197703457], [-1002.1415481962248], [-882.23682294415369], [-821.92994425627205], [-945.87083091053898]]; False.
Question ID: 176; Prediction: b; Correct Answer: d; [[-1074.5828851294241], [-977.32927024346566], [-990.68750787321926], [-1084.3583897488338], [-1012.0879902088425]]; False.
Question ID: 177; Prediction: b; Correct Answer: e; [[-1206.4804552470121], [-1018.3346615504623], [-1097.4164276506192], [-1159.5423593661494], [-1184.2463193830877]]; False.
Question ID: 178; Prediction: b; Correct Answer: a; [[-809.49259908219858], [-765.18920700574563], [-829.50115424154592], [-910.54298287642052], [-881.84849894784884]]; False.
Question ID: 179; Prediction: e; Correct Answer: e; [[-703.63903901289484], [-725.92697343129498], [-678.4023675975418], [-709.82654507984557], [-622.24494790943015]]; True.
Question ID: 180; Prediction: b; Correct Answer: c; [[-850.86186407057176], [-666.74054331164291], [-859.432864411742], [-868.12885310421223], [-860.2792794030463]]; False.
Question ID: 181; Prediction: d; Correct Answer: a; [[-582.6183403330399], [-595.2944241201767], [-598.07687312432097], [-519.44671458199434], [-587.33900528448169]]; False.
Question ID: 182; Prediction: e; Correct Answer: a; [[-1053.5220078104232], [-1089.1412512537981], [-1073.6268839208674], [-1052.6413353654168], [-1028.2027543171378]]; False.
Question ID: 183; Prediction: a; Correct Answer: b; [[-606.52535036227891], [-800.01519483159757], [-761.83038291697869], [-716.28477318020873], [-617.38788130320484]]; False.
Question ID: 184; Prediction: d; Correct Answer: e; [[-848.33580111852655], [-883.70617844080891], [-842.27128856364129], [-805.10431312166554], [-845.00810674946581]]; False.
Question ID: 185; Prediction: d; Correct Answer: b; [[-861.36371616336953], [-858.85824336245571], [-940.91733815082034], [-844.92470375487994], [-1042.4108652534692]]; False.
Question ID: 186; Prediction: a; Correct Answer: d; [[-914.61719978821077], [-992.0530926685459], [-936.34108619723759], [-1019.4406074862408], [-949.84431277260876]]; False.
Question ID: 187; Prediction: e; Correct Answer: a; [[-747.91153096142932], [-716.16334516783752], [-750.48265428126695], [-782.73613545813146], [-582.8169274099298]]; False.
Question ID: 188; Prediction: b; Correct Answer: c; [[-1008.5082029004559], [-905.23153276173684], [-1003.1832628521854], [-960.47220050583212], [-1037.5017919889456]]; False.
Question ID: 189; Prediction: a; Correct Answer: e; [[-692.74072827530688], [-826.72675498870046], [-895.71242310275704], [-858.23577997223356], [-944.61681709988977]]; False.
Question ID: 190; Prediction: b; Correct Answer: d; [[-860.28161034672837], [-764.98143092988903], [-774.16086460734016], [-815.75810104039977], [-837.46163119829509]]; False.
Question ID: 191; Prediction: a; Correct Answer: b; [[-1005.819262096994], [-1067.9426395153346], [-1016.8036842892975], [-1039.251991018145], [-1008.4130055424986]]; False.
Question ID: 192; Prediction: a; Correct Answer: e; [[-974.12933864377851], [-1058.4954340132545], [-1027.7789777970318], [-1030.7578581743621], [-982.7497183230123]]; False.
Question ID: 193; Prediction: a; Correct Answer: c; [[-1066.1532119955766], [-1179.3511465735696], [-1190.3367777617252], [-1230.7305533527085], [-1202.2999240548411]]; False.
Question ID: 194; Prediction: a; Correct Answer: d; [[-963.17796953231584], [-977.74197869374598], [-992.37915584526627], [-1047.6444484183751], [-1006.0488557845298]]; False.
Question ID: 195; Prediction: d; Correct Answer: a; [[-851.48993664635736], [-906.83903386777217], [-860.88284702976102], [-848.89394927037415], [-892.46072940065608]]; False.
Question ID: 196; Prediction: e; Correct Answer: c; [[-1004.7171346716473], [-876.96887133634539], [-901.37299819318582], [-971.94120259991564], [-829.79451921015902]]; False.
Question ID: 197; Prediction: b; Correct Answer: a; [[-665.94616414323207], [-548.54691483029717], [-721.36294478360139], [-630.64739947578505], [-668.32659530359456]]; False.
Question ID: 198; Prediction: c; Correct Answer: b; [[-871.30237783086523], [-955.04864827791391], [-857.18496534879409], [-935.08775487162927], [-949.82201028670602]]; False.
Question ID: 199; Prediction: d; Correct Answer: a; [[-1009.3266925718958], [-966.54546911965178], [-955.37819864094376], [-952.81382774777603], [-1009.527652188173]]; False.
Question ID: 200; Prediction: e; Correct Answer: e; [[-954.30387824596812], [-918.4698104118836], [-993.60062103626092], [-920.48657713141779], [-911.20780710855217]]; True.
Question ID: 201; Prediction: a; Correct Answer: c; [[-617.61972972015849], [-652.8129739174118], [-651.85203226526403], [-638.04061828667375], [-662.33098060065458]]; False.
Question ID: 202; Prediction: d; Correct Answer: c; [[-800.55768498796442], [-744.12760077006419], [-835.38560201692576], [-729.13141274619056], [-871.58156787916278]]; False.
Question ID: 203; Prediction: c; Correct Answer: b; [[-1009.4428530368906], [-861.28956785393302], [-849.70252665278736], [-884.54974083495483], [-902.96414127614446]]; False.
Question ID: 204; Prediction: c; Correct Answer: c; [[-1078.4006832089515], [-1137.645969651403], [-980.65525731421098], [-1067.0410488514353], [-1051.5558351858324]]; True.
Question ID: 205; Prediction: e; Correct Answer: b; [[-746.54255093037693], [-820.29273222211145], [-853.51517807914672], [-821.46294246404864], [-745.73878818048433]]; False.
Question ID: 206; Prediction: d; Correct Answer: c; [[-864.24014237888434], [-905.00208737715877], [-844.47422519170709], [-760.09423511641614], [-850.6714277323556]]; False.
Question ID: 207; Prediction: d; Correct Answer: e; [[-741.70087850752009], [-777.35153194898442], [-739.52246706778828], [-570.90476508327163], [-872.44563104311965]]; False.
Question ID: 208; Prediction: d; Correct Answer: b; [[-1151.6896727865139], [-1175.0150229106216], [-1187.483502022151], [-1101.9638697055057], [-1204.8341364719249]]; False.
Question ID: 209; Prediction: a; Correct Answer: c; [[-582.70287524034416], [-623.90687557488297], [-788.14007339651141], [-670.86822445962662], [-619.98429083739109]]; False.
Question ID: 210; Prediction: e; Correct Answer: d; [[-645.66637671986723], [-614.35924789690694], [-689.22363767473178], [-710.00529054312381], [-581.9554817520758]]; False.
Question ID: 211; Prediction: c; Correct Answer: a; [[-952.13544037721329], [-967.54143474433795], [-879.69962030049533], [-941.67228738729716], [-988.51695443368862]]; False.
Question ID: 212; Prediction: e; Correct Answer: e; [[-989.18950018864928], [-839.93807516073286], [-948.38490192956601], [-981.15117728082942], [-702.23440369173545]]; True.
Question ID: 213; Prediction: a; Correct Answer: e; [[-693.26272487837389], [-736.54705295145641], [-725.19172287425306], [-748.15592573894605], [-926.39619064712235]]; False.
Question ID: 214; Prediction: b; Correct Answer: e; [[-1167.8959476069961], [-1081.465632108318], [-1123.520275203447], [-1200.5531382231852], [-1089.4561224166448]]; False.
Question ID: 215; Prediction: a; Correct Answer: b; [[-690.53376013638297], [-791.96160956515143], [-742.8833273437499], [-790.68166325623702], [-863.09660225922244]]; False.
Question ID: 216; Prediction: b; Correct Answer: e; [[-854.00991103047511], [-738.65932285180384], [-754.09496561943558], [-796.19874877007658], [-790.40835286890831]]; False.
Question ID: 217; Prediction: a; Correct Answer: c; [[-889.90497113518813], [-927.46042671455166], [-914.46437963371409], [-921.26409496447673], [-982.24292554387512]]; False.
Question ID: 218; Prediction: e; Correct Answer: a; [[-994.56873124212518], [-1037.8418083106278], [-1021.1907449747721], [-1006.2222221496073], [-921.12853463074146]]; False.
Question ID: 219; Prediction: c; Correct Answer: a; [[-1035.1511192436296], [-1130.4844963486207], [-1021.8269617862491], [-1041.921321765853], [-1044.3629609787431]]; False.
Question ID: 220; Prediction: c; Correct Answer: e; [[-802.61119509363652], [-812.17349216883918], [-524.61539357629283], [-834.25174526801709], [-831.97846248469443]]; False.
Question ID: 221; Prediction: c; Correct Answer: d; [[-1209.1698819944183], [-1181.3008237665429], [-1097.6121093190204], [-1172.0103889861425], [-1221.7151361420965]]; False.
Question ID: 222; Prediction: c; Correct Answer: d; [[-1001.9974504935012], [-962.73591852937989], [-935.16929946673679], [-979.14426396247711], [-1017.432772743583]]; False.
Question ID: 223; Prediction: d; Correct Answer: a; [[-979.54467506026106], [-934.43787423491653], [-969.92160638532675], [-863.89109762099815], [-1014.5702072211839]]; False.
Question ID: 224; Prediction: a; Correct Answer: d; [[-989.04957955245663], [-1081.4856388165965], [-1020.3381381640269], [-1048.2007884904042], [-1039.5713717249298]]; False.
Question ID: 225; Prediction: c; Correct Answer: c; [[-1236.2793246795586], [-1275.6573087299955], [-1156.7127164887081], [-1240.9114771234033], [-1260.4054219829527]]; True.
Question ID: 226; Prediction: a; Correct Answer: c; [[-848.25885711612818], [-902.37560871803441], [-992.33838958234639], [-909.35819656563513], [-1057.4061418289089]]; False.
Question ID: 227; Prediction: a; Correct Answer: e; [[-809.85080969118042], [-873.06020491377376], [-871.51757301705425], [-869.58552194964193], [-932.84503715617984]]; False.
Question ID: 228; Prediction: c; Correct Answer: a; [[-1028.9419159894937], [-955.27913107741904], [-867.02130701700537], [-1110.4896965194901], [-1019.5285419350232]]; False.
Question ID: 229; Prediction: d; Correct Answer: a; [[-738.57487847000982], [-772.0824177878003], [-718.04788484839605], [-677.3191777092095], [-719.84282592537932]]; False.
Question ID: 230; Prediction: e; Correct Answer: b; [[-1135.7351456708932], [-1104.6744211676755], [-1117.6348330048017], [-1170.783807726335], [-1077.2153238993155]]; False.
Question ID: 231; Prediction: a; Correct Answer: c; [[-947.18870838564362], [-1104.8179711636569], [-1030.1477919024121], [-1124.7763627145432], [-1004.6303892942018]]; False.
Question ID: 232; Prediction: e; Correct Answer: c; [[-749.31049684299467], [-789.14542003738075], [-804.12888441591372], [-737.25983300827488], [-600.26162357225667]]; False.
Question ID: 233; Prediction: e; Correct Answer: b; [[-1006.9599847167987], [-858.8424433762442], [-868.83247761436701], [-965.03607300494014], [-851.6925476331769]]; False.
Question ID: 234; Prediction: d; Correct Answer: a; [[-746.30231962782068], [-780.20756453052252], [-747.60661691604741], [-613.50610499342929], [-711.48192525383001]]; False.
Question ID: 235; Prediction: b; Correct Answer: e; [[-986.89526216260322], [-888.49286646304552], [-1046.115808292155], [-994.87517424030887], [-920.82684229706069]]; False.
Question ID: 236; Prediction: c; Correct Answer: a; [[-954.41671083006463], [-1003.957968180436], [-895.22901505261325], [-967.82457955892562], [-1019.5373563099514]]; False.
Question ID: 237; Prediction: b; Correct Answer: a; [[-895.26257006811261], [-851.6326004829948], [-937.89998495614691], [-851.90750155924002], [-949.0888581390285]]; False.
Question ID: 238; Prediction: d; Correct Answer: a; [[-848.85641369876703], [-879.28547329591993], [-787.98699767277128], [-787.39925883140745], [-862.20636667204485]]; False.
Question ID: 239; Prediction: b; Correct Answer: b; [[-1243.7007727301054], [-901.11555901910003], [-1222.7743292544296], [-1142.8042828490375], [-1162.4763923278265]]; True.
Question ID: 240; Prediction: e; Correct Answer: d; [[-738.32602350432785], [-753.77483068268771], [-772.03498275874506], [-718.90198634029014], [-716.21593435542366]]; False.
Question ID: 241; Prediction: b; Correct Answer: a; [[-1106.5254506833978], [-942.48920171200507], [-966.84830331185333], [-992.90271501305733], [-985.16612890987869]]; False.
Question ID: 242; Prediction: a; Correct Answer: c; [[-973.17401389113695], [-1115.7043997354556], [-1131.4340891780639], [-1137.8132193969263], [-1099.0957376729341]]; False.
Question ID: 243; Prediction: c; Correct Answer: e; [[-1059.6302275709788], [-1064.6017302416153], [-987.20583536678873], [-1170.2929003089205], [-1030.8195837576484]]; False.
Question ID: 244; Prediction: d; Correct Answer: c; [[-978.04286077342613], [-986.90141914302205], [-1024.0527340366189], [-946.11439594748879], [-1059.6219661841335]]; False.
Question ID: 245; Prediction: b; Correct Answer: d; [[-1067.4036791986371], [-890.56475028559771], [-964.26122986431824], [-997.90986768534754], [-918.65328680565949]]; False.
Question ID: 246; Prediction: a; Correct Answer: c; [[-694.19295286512124], [-779.09881363402587], [-818.5479794857381], [-728.99452215965619], [-782.9144560654845]]; False.
Question ID: 247; Prediction: e; Correct Answer: b; [[-922.73326910051799], [-901.85697084140111], [-898.52409127470821], [-920.88091927054609], [-858.12490259700189]]; False.
Question ID: 248; Prediction: b; Correct Answer: d; [[-697.78648994179139], [-657.17251267302981], [-811.18476984554297], [-672.22410034123982], [-691.54350534141724]]; False.
Question ID: 249; Prediction: b; Correct Answer: b; [[-934.3992674445019], [-795.9835946141493], [-996.6248931260933], [-888.19037646870675], [-956.57926200705572]]; True.
Question ID: 250; Prediction: e; Correct Answer: e; [[-968.26517240653152], [-989.0044647851588], [-1032.8973540489603], [-968.72112871401237], [-896.95390531672649]]; True.
Question ID: 251; Prediction: e; Correct Answer: d; [[-1090.2809693404672], [-1094.5099620232218], [-1166.801574398336], [-1182.8338637226304], [-1081.7889297281401]]; False.
Question ID: 252; Prediction: a; Correct Answer: a; [[-685.09804370878669], [-810.81483414674767], [-763.98832922182396], [-885.45623547352204], [-856.31394809824542]]; True.
Question ID: 253; Prediction: b; Correct Answer: e; [[-893.07436105402905], [-855.65336381333327], [-876.22475150238893], [-859.94787576349847], [-856.36741704177791]]; False.
Question ID: 254; Prediction: b; Correct Answer: c; [[-872.03549891695013], [-796.75872529010246], [-841.12871781654485], [-1024.3803399949061], [-807.66164530394883]]; False.
Question ID: 255; Prediction: b; Correct Answer: e; [[-1208.8606750671054], [-1045.2983762992799], [-1124.3298882747372], [-1140.6693337588076], [-1239.1213449732402]]; False.
Question ID: 256; Prediction: c; Correct Answer: d; [[-933.86336623218722], [-907.76776098788389], [-890.9429314182928], [-950.16735044764641], [-891.34474283742429]]; False.
Question ID: 257; Prediction: e; Correct Answer: a; [[-701.35069520563479], [-689.40888557876269], [-584.36989220218584], [-675.4197031485628], [-539.48613367436201]]; False.
Question ID: 258; Prediction: d; Correct Answer: a; [[-1215.6485540425022], [-1241.2161262696368], [-1217.007664747526], [-1070.5676780606209], [-1196.3104982467294]]; False.
